"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 31 11:12:05 ICT 2023","Fri Mar 31 11:12:42 ICT 2023","37100","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_17","Verify Configuration Read user can not view Travellers","Verify Configuration Read user can not view Travellers"
"passed","Fri Mar 31 11:28:14 ICT 2023","Fri Mar 31 11:28:19 ICT 2023","5594","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_14","Verify user can search vehicle by model","Verify user can search vehicle by model"
"passed","Fri Mar 31 11:01:05 ICT 2023","Fri Mar 31 11:01:28 ICT 2023","23118","Regression","Drivers","testcases.web.driver.DriverDeleting","testcases.web.driver.DriverDeleting","TC_01","Verify can delete driver successfully","Verify delete driver successfully"
"passed","Fri Mar 31 11:27:59 ICT 2023","Fri Mar 31 11:28:08 ICT 2023","9005","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_06","Verify user can search passengers by name","Verify user can search passengers by name"
"broken","Fri Mar 31 10:45:24 ICT 2023","Fri Mar 31 10:46:00 ICT 2023","35882","Regression","Login","testcases.web.Login","testcases.web.Login","TC_Login_01","Verify login successfully with ''","Verify login successfully with 
Email: systemread09@gmail.com
 Password: userPass@123"
"broken","Fri Mar 31 11:14:40 ICT 2023","Fri Mar 31 11:15:16 ICT 2023","35923","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_25","Verify Configuration Read user can not view Trips","Verify Configuration Read user can not view Trips"
"skipped","Fri Mar 31 10:57:20 ICT 2023","Fri Mar 31 10:57:20 ICT 2023","0","Regression","Regions","testcases.web.region.RegionListing","testcases.web.region.RegionListing","TC_04","TC_04",""
"broken","Fri Mar 31 11:10:03 ICT 2023","Fri Mar 31 11:10:41 ICT 2023","37284","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_15","Verify Reporting user can not view Schedules","Verify Reporting user can not view Schedules"
"broken","Fri Mar 31 11:09:21 ICT 2023","Fri Mar 31 11:10:00 ICT 2023","38967","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_04","Verify Reporting user can view the Trip of a 'Feedback'","Verify Reporting user can view the Trip of a 'Feedback'"
"broken","Fri Mar 31 10:51:55 ICT 2023","Fri Mar 31 10:52:31 ICT 2023","36160","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_02","Verify user with System write role can create user and add them to a group successfully","Verify user with System write can create user and add them to a group successfully"
"broken","Fri Mar 31 11:13:26 ICT 2023","Fri Mar 31 11:14:03 ICT 2023","36387","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_17","Verify Daily Operations Write user can not view Travellers","Verify Daily Operations Write user can not view Travellers"
"passed","Fri Mar 31 11:27:59 ICT 2023","Fri Mar 31 11:28:08 ICT 2023","9221","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_08","Verify user can search passengers by email","Verify user can search passengers by email"
"broken","Fri Mar 31 11:15:24 ICT 2023","Fri Mar 31 11:16:00 ICT 2023","35798","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_41","Verify Configuration Read user can view regions","Verify Configuration Read user can view regions"
"broken","Fri Mar 31 11:14:45 ICT 2023","Fri Mar 31 11:15:21 ICT 2023","35891","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_36","Verify System Read user can not edit users","Verify System Read user can not edit users"
"passed","Fri Mar 31 10:52:20 ICT 2023","Fri Mar 31 10:52:38 ICT 2023","18219","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_10","Verify user can not create new user with existed email","The Email Address should have a unique constraint against it so the application should never allow a user to create more than one user with the same email address"
"passed","Fri Mar 31 10:54:16 ICT 2023","Fri Mar 31 10:54:35 ICT 2023","19394","Regression","Passenger","testcases.web.passenger.PassengerDeleting","testcases.web.passenger.PassengerDeleting","TC_01","Verify user can delete passenger","Verify user can delete passenger"
"broken","Fri Mar 31 11:16:33 ICT 2023","Fri Mar 31 11:17:08 ICT 2023","35752","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_55","Verify Configuration Read user can not edit zone","Verify Configuration Readnot edit zone"
"passed","Fri Mar 31 10:56:18 ICT 2023","Fri Mar 31 10:56:23 ICT 2023","4784","Regression","Regions","testcases.web.region.RegionCreating","testcases.web.region.RegionCreating","TC_01","Verify can create region successfully with valid information","Verify can create region successfully with valid information"
"broken","Fri Mar 31 11:15:00 ICT 2023","Fri Mar 31 11:15:36 ICT 2023","35856","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_24","Verify Configuration Write user can not view the 'Feedback' page","Verify Configuration Write user can not view the 'Feedback' page"
"passed","Fri Mar 31 10:53:02 ICT 2023","Fri Mar 31 10:53:32 ICT 2023","29524","Regression","Users","testcases.web.user.UsersEditing","testcases.web.user.UsersEditing","TC_08","Verify can not edit user without invalid email format '@.com.au'","Verify can not edit user without invalid email format '@.com.au'"
"passed","Fri Mar 31 10:51:15 ICT 2023","Fri Mar 31 10:51:15 ICT 2023","454","Regression","Dashboard","testcases.web.dashboard.DashBoard","testcases.web.dashboard.DashBoard","TC_08","Verify can access Bookings page from Dashboard ","Verify can access Bookings page from Dashboard"
"broken","Fri Mar 31 11:13:06 ICT 2023","Fri Mar 31 11:13:42 ICT 2023","35728","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_24","Verify System Write user can not view the 'Feedback' page","Verify System Write user can not view the 'Feedback' page"
"broken","Fri Mar 31 11:10:43 ICT 2023","Fri Mar 31 11:11:19 ICT 2023","35888","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_14","Verify System Write user can not create new Vehicles","Verify System Write user can not create new Vehicles"
"broken","Fri Mar 31 11:12:46 ICT 2023","Fri Mar 31 11:13:23 ICT 2023","36724","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_23","Verify Reporting user can not create new User Group","Verify Reporting user can not create new User Group"
"passed","Fri Mar 31 10:54:16 ICT 2023","Fri Mar 31 10:54:52 ICT 2023","35596","Regression","Passenger","testcases.web.passenger.PassengerEditing","testcases.web.passenger.PassengerEditing","TC_07","Verify user can add Concession: Veteran for passengers","Verify user can add Concession: Veteran for passengers"
"broken","Fri Mar 31 11:12:46 ICT 2023","Fri Mar 31 11:13:23 ICT 2023","36769","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_16","Verify Configuration Write user can not view Service Monitoring","Verify Configuration Write user can not view Service Monitoring"
"broken","Fri Mar 31 11:16:02 ICT 2023","Fri Mar 31 11:16:38 ICT 2023","36041","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_49","Verify Configuration Read user can not create new region","Verify Configuration Read user can not create new region"
"broken","Fri Mar 31 11:12:02 ICT 2023","Fri Mar 31 11:12:39 ICT 2023","36227","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_14","Verify Configuration Read user can not create new Vehicles","Verify Configuration Read user can not create new Vehicles"
"passed","Fri Mar 31 10:53:16 ICT 2023","Fri Mar 31 10:53:33 ICT 2023","16775","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_08","Verify can not create user without invalid email format '@.com.au'","Verify can not create user without invalid email format '@.com.au'"
"broken","Fri Mar 31 11:11:23 ICT 2023","Fri Mar 31 11:11:59 ICT 2023","36242","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_14","Verify System Read user can not create new Vehicles","Verify System Read user can not create new Vehicles"
"broken","Fri Mar 31 11:10:44 ICT 2023","Fri Mar 31 11:11:21 ICT 2023","36669","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_18","Verify System Write user can not create new Travellers","Verify System Write user can not create new Travellers"
"passed","Fri Mar 31 10:51:13 ICT 2023","Fri Mar 31 10:51:14 ICT 2023","922","Regression","Dashboard","testcases.web.dashboard.DashBoard","testcases.web.dashboard.DashBoard","TC_02","Verify can access Zones page from Dashboard ","Verify can access Zones page from Dashboard"
"skipped","Fri Mar 31 10:59:22 ICT 2023","Fri Mar 31 10:59:22 ICT 2023","0","Regression","Zones","testcases.web.zone.ZoneListing","testcases.web.zone.ZoneListing","TC_04","TC_04",""
"passed","Fri Mar 31 11:01:25 ICT 2023","Fri Mar 31 11:01:55 ICT 2023","29883","Regression","Drivers","testcases.web.driver.DriverEditing","testcases.web.driver.DriverEditing","TC_03","Verify edit driver failed with exist email","Verify edit driver failed with exist email"
"broken","Fri Mar 31 10:52:41 ICT 2023","Fri Mar 31 10:53:17 ICT 2023","36295","Regression","Users","testcases.web.user.UsersDeleting","testcases.web.user.UsersDeleting","TC_04","Verify normal user can not delete administrator","Verify normal user can not delete administrator"
"broken","Fri Mar 31 11:14:01 ICT 2023","Fri Mar 31 11:14:37 ICT 2023","35829","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_25","Verify System Read user can not view Trips","Verify System Read user can not view Trips"
"passed","Fri Mar 31 11:27:26 ICT 2023","Fri Mar 31 11:27:33 ICT 2023","7334","Regression","Reset password","testcases.web.ResetPassword","testcases.web.ResetPassword","TC_04","Verify send reset password link successfully to email that not registered with the BRIDJ application: ",""
"broken","Fri Mar 31 11:11:24 ICT 2023","Fri Mar 31 11:12:01 ICT 2023","36765","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_18","Verify System Read user can not create new Travellers","Verify System Read user can not create new Travellers"
"broken","Fri Mar 31 11:03:03 ICT 2023","Fri Mar 31 11:04:21 ICT 2023","77881","Regression","Booking Flow","testcases.web.booking_flow.BookingFlow","testcases.web.booking_flow.BookingFlow","TC_01","Verify user can book a trip for low tech passenger","Verify user can book a trip for low tech passenger"
"broken","Fri Mar 31 11:10:04 ICT 2023","Fri Mar 31 11:10:40 ICT 2023","36677","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_17","Verify Reporting user can not view Travellers","Verify Reporting user can not view Travellers"
"broken","Fri Mar 31 11:10:45 ICT 2023","Fri Mar 31 11:11:21 ICT 2023","36464","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_19","Verify System Write user can not view Booking","Verify System Write user can not view Booking"
"passed","Fri Mar 31 10:52:29 ICT 2023","Fri Mar 31 10:52:50 ICT 2023","20875","Regression","Users","testcases.web.user.UsersDeleting","testcases.web.user.UsersDeleting","TC_01","Verify can delete user successfully","Verify can delete user successfully"
"broken","Fri Mar 31 11:12:45 ICT 2023","Fri Mar 31 11:13:21 ICT 2023","36020","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_19","Verify Configuration Write user can not view Booking","Verify Configuration Write user can not view Booking"
"broken","Fri Mar 31 11:09:21 ICT 2023","Fri Mar 31 11:10:00 ICT 2023","39208","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_10","Verify Reporting user can view trip in VehicleMonitoring","Verify Reporting user can view trip in VehicleMonitoring"
"passed","Fri Mar 31 11:27:59 ICT 2023","Fri Mar 31 11:28:05 ICT 2023","6045","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_03","Verify user can search drivers by name","Verify user can search drivers by name"
"passed","Fri Mar 31 10:44:40 ICT 2023","Fri Mar 31 10:44:44 ICT 2023","3690","Regression","Login","testcases.web.Login","testcases.web.Login","TC_Login_01","Verify login successfully with 'Full permission user'","Verify login successfully with Full permission user
Email: daohuyt@bridj.com
 Password: userPass@123"
"passed","Fri Mar 31 10:51:13 ICT 2023","Fri Mar 31 10:51:14 ICT 2023","411","Regression","Dashboard","testcases.web.dashboard.DashBoard","testcases.web.dashboard.DashBoard","TC_03","Verify can access Drivers page from Dashboard ","Verify can access Drivers page from Dashboard"
"unknown","Fri Mar 31 11:27:24 ICT 2023","Fri Mar 31 11:27:24 ICT 2023","0","Regression","Reset password","testcases.web.ResetPassword","testcases.web.ResetPassword","TC_02","TC_02",""
"broken","Fri Mar 31 11:12:05 ICT 2023","Fri Mar 31 11:12:42 ICT 2023","36537","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_19","Verify Configuration Read user can not view Booking","Verify Configuration Read user can not view Booking"
"passed","Fri Mar 31 10:51:56 ICT 2023","Fri Mar 31 10:52:25 ICT 2023","29406","Regression","Users","testcases.web.user.UsersEditing","testcases.web.user.UsersEditing","TC_08","Verify can not edit user without invalid email format 'email@'","Verify can not edit user without invalid email format 'email@'"
"broken","Fri Mar 31 11:14:46 ICT 2023","Fri Mar 31 11:15:22 ICT 2023","35879","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_23","Verify Configuration Write user can not create new User Group","Verify Configuration Write user can not create new User Group"
"passed","Fri Mar 31 10:52:00 ICT 2023","Fri Mar 31 10:52:17 ICT 2023","16938","Regression","Users","testcases.web.user.UsersCreating","testcases.web.user.UsersCreating","TC_05","Verify User Group,Phone Number are not required fields for user creating ","Verify User Group,Phone Number are not required fields for user creating"
"broken","Fri Mar 31 11:16:29 ICT 2023","Fri Mar 31 11:17:05 ICT 2023","35934","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_54","Verify Configuration Read user can not create new zone","Verify Configuration Read user can not create new zone"
"broken","Fri Mar 31 11:16:38 ICT 2023","Fri Mar 31 11:17:14 ICT 2023","35820","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_56","Verify Configuration Read user can not design zone","Verify Configuration Readnot design zone"
"passed","Fri Mar 31 11:28:13 ICT 2023","Fri Mar 31 11:28:19 ICT 2023","5517","Regression","Global Search","testcases.web.global_search.GlobalSearch","testcases.web.global_search.GlobalSearch","TC_13","Verify user can search vehicle by make","Verify user can search vehicle by make"
"unknown","Fri Mar 31 11:27:24 ICT 2023","Fri Mar 31 11:27:24 ICT 2023","0","Regression","Reset password","testcases.web.ResetPassword","testcases.web.ResetPassword","TC_06","TC_06",""
"broken","Fri Mar 31 11:10:03 ICT 2023","Fri Mar 31 11:10:39 ICT 2023","36259","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_14","Verify Reporting user can not create new Vehicles","Verify Reporting user can not create new Vehicles"
"broken","Fri Mar 31 11:14:06 ICT 2023","Fri Mar 31 11:14:42 ICT 2023","36206","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_31","Verify System Write user can delete User Group","Verify System Write user can delete User Group"
"broken","Fri Mar 31 11:13:18 ICT 2023","Fri Mar 31 11:13:51 ICT 2023","32938","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_21","Verify Configuration Read user can not view Users","Verify Configuration Read user can not view Users"
"passed","Fri Mar 31 10:51:20 ICT 2023","Fri Mar 31 10:51:53 ICT 2023","32611","Regression","Users","testcases.web.user.UsersEditing","testcases.web.user.UsersEditing","TC_07","Verify can not edit user without enter mandatory field 'Username'","Verify can not edit user without enter mandatory field 'Username'"
"skipped","Fri Mar 31 11:26:17 ICT 2023","Fri Mar 31 11:26:17 ICT 2023","0","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","TC_05","TC_05",""
"broken","Fri Mar 31 11:11:25 ICT 2023","Fri Mar 31 11:12:01 ICT 2023","36444","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_19","Verify System Read user can not view Booking","Verify System Read user can not view Booking"
"broken","Fri Mar 31 11:15:24 ICT 2023","Fri Mar 31 11:16:00 ICT 2023","36048","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_42","Verify Configuration Write user can create new region","Verify Configuration Write user can create new region"
"passed","Fri Mar 31 11:01:00 ICT 2023","Fri Mar 31 11:01:35 ICT 2023","35084","Regression","Drivers","testcases.web.driver.DriverEditing","testcases.web.driver.DriverEditing","TC_01","Verify can edit driver successfully with valid information","Verify can edit driver successfully with valid information"
"passed","Fri Mar 31 10:51:20 ICT 2023","Fri Mar 31 10:51:56 ICT 2023","35097","Regression","Users","testcases.web.user.UsersEditing","testcases.web.user.UsersEditing","TC_10","Verify user can not create edit user with existed email","The Email Address should have a unique constraint against it so the application should never allow a user to create more than one user with the same email address"
"skipped","Fri Mar 31 11:26:17 ICT 2023","Fri Mar 31 11:26:17 ICT 2023","0","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","TC_04","TC_04",""
"broken","Fri Mar 31 11:14:06 ICT 2023","Fri Mar 31 11:14:43 ICT 2023","36159","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_32","Verify System Write should not be able to edit a user belonging to the 'Administrators' group","Verify System Write should not be able to edit a user belonging to the 'Administrators' group"
"skipped","Fri Mar 31 11:26:14 ICT 2023","Fri Mar 31 11:26:14 ICT 2023","0","Regression","Service Monitoring","testcases.web.service_monitoring.ServiceMonitoring","testcases.web.service_monitoring.ServiceMonitoring","TC_08","TC_08",""
"broken","Fri Mar 31 11:11:22 ICT 2023","Fri Mar 31 11:11:58 ICT 2023","36198","Regression","Permission","testcases.web.permission.Permission","testcases.web.permission.Permission","TC_01","Verify Configuration Read user can view the 'Dashboard' page","Verify Configuration Read user can view the 'Dashboard' page"
"broken","Fri Mar 31 11:17:57 ICT 2023","Fri Mar 31 11:18:33 ICT 2023","35566","Regression","Permission","testcases.web.permission.NoPermission","testcases.web.permission.NoPermission","TC_02","Verify permission after removing roles from a group","If a role is removed from a group and a user no longer has access to a privileged role as a result, then all user's within that group will not have access to perform further tasks associated with that role; privileges should be revoked instantly"
"passed","Fri Mar 31 11:01:41 ICT 2023","Fri Mar 31 11:02:03 ICT 2023","21356","Regression","Drivers","testcases.web.driver.DriversListing","testcases.web.driver.DriversListing","TC_04","Verify can select page to show","Verify user can select page to show"
"passed","Fri Mar 31 11:01:06 ICT 2023","Fri Mar 31 11:01:16 ICT 2023","10828","Regression","Drivers","testcases.web.driver.DriverCreating","testcases.web.driver.DriverCreating","TC_03","Verify create driver failed with exist email","Verify create driver failed with exist email"
